system mqm_avg_score seg_id
DIDI-NLP	None 1
DIDI-NLP	None 2
DIDI-NLP	None 3
DIDI-NLP	None 4
DIDI-NLP	None 5
DIDI-NLP	None 6
DIDI-NLP	None 7
DIDI-NLP	None 8
DIDI-NLP	None 9
DIDI-NLP	None 10
DIDI-NLP	None 11
DIDI-NLP	None 12
DIDI-NLP	None 13
DIDI-NLP	None 14
DIDI-NLP	None 15
DIDI-NLP	None 16
DIDI-NLP	None 17
DIDI-NLP	None 18
DIDI-NLP	None 19
DIDI-NLP	None 20
DIDI-NLP	None 21
DIDI-NLP	None 22
DIDI-NLP	None 23
DIDI-NLP	None 24
DIDI-NLP	None 25
DIDI-NLP	None 26
DIDI-NLP	None 27
DIDI-NLP	None 28
DIDI-NLP	None 29
DIDI-NLP	None 30
DIDI-NLP	None 31
DIDI-NLP	None 32
DIDI-NLP	None 33
DIDI-NLP	None 34
DIDI-NLP	None 35
DIDI-NLP	None 36
DIDI-NLP	None 37
DIDI-NLP	None 38
DIDI-NLP	None 39
DIDI-NLP	None 40
DIDI-NLP	None 41
DIDI-NLP	None 42
DIDI-NLP	None 43
DIDI-NLP	None 44
DIDI-NLP	None 45
DIDI-NLP	None 46
DIDI-NLP	None 47
DIDI-NLP	None 48
DIDI-NLP	None 49
DIDI-NLP	None 50
DIDI-NLP	None 51
DIDI-NLP	None 52
DIDI-NLP	None 53
DIDI-NLP	None 54
DIDI-NLP	None 55
DIDI-NLP	None 56
DIDI-NLP	None 57
DIDI-NLP	None 58
DIDI-NLP	None 59
DIDI-NLP	None 60
DIDI-NLP	None 61
DIDI-NLP	None 62
DIDI-NLP	None 63
DIDI-NLP	None 64
DIDI-NLP	None 65
DIDI-NLP	None 66
DIDI-NLP	None 67
DIDI-NLP	None 68
DIDI-NLP	None 69
DIDI-NLP	None 70
DIDI-NLP	None 71
DIDI-NLP	None 72
DIDI-NLP	None 73
DIDI-NLP	None 74
DIDI-NLP	None 75
DIDI-NLP	None 76
DIDI-NLP	None 77
DIDI-NLP	None 78
DIDI-NLP	None 79
DIDI-NLP	None 80
DIDI-NLP	None 81
DIDI-NLP	None 82
DIDI-NLP	None 83
DIDI-NLP	None 84
DIDI-NLP	None 85
DIDI-NLP	None 86
DIDI-NLP	None 87
DIDI-NLP	None 88
DIDI-NLP	None 89
DIDI-NLP	None 90
DIDI-NLP	-1.100000 91
DIDI-NLP	-11.100000 92
DIDI-NLP	-10.000000 93
DIDI-NLP	-0.200000 94
DIDI-NLP	-5.000000 95
DIDI-NLP	-5.000000 96
DIDI-NLP	-5.000000 97
DIDI-NLP	-0.000000 98
DIDI-NLP	-0.000000 99
DIDI-NLP	-5.000000 100
DIDI-NLP	-5.000000 101
DIDI-NLP	-10.000000 102
DIDI-NLP	-16.000000 103
DIDI-NLP	-10.000000 104
DIDI-NLP	-0.000000 105
DIDI-NLP	-5.000000 106
DIDI-NLP	-11.000000 107
DIDI-NLP	-0.000000 108
DIDI-NLP	-0.000000 109
DIDI-NLP	-0.000000 110
DIDI-NLP	-5.000000 111
DIDI-NLP	-0.000000 112
DIDI-NLP	-0.000000 113
DIDI-NLP	-10.000000 114
DIDI-NLP	-1.000000 115
DIDI-NLP	-5.000000 116
DIDI-NLP	-0.000000 117
DIDI-NLP	-0.000000 118
DIDI-NLP	-1.000000 119
DIDI-NLP	-5.000000 120
DIDI-NLP	-5.000000 121
DIDI-NLP	None 122
DIDI-NLP	None 123
DIDI-NLP	None 124
DIDI-NLP	None 125
DIDI-NLP	None 126
DIDI-NLP	None 127
DIDI-NLP	None 128
DIDI-NLP	None 129
DIDI-NLP	None 130
DIDI-NLP	None 131
DIDI-NLP	None 132
DIDI-NLP	None 133
DIDI-NLP	None 134
DIDI-NLP	None 135
DIDI-NLP	None 136
DIDI-NLP	None 137
DIDI-NLP	None 138
DIDI-NLP	None 139
DIDI-NLP	None 140
DIDI-NLP	None 141
DIDI-NLP	None 142
DIDI-NLP	None 143
DIDI-NLP	None 144
DIDI-NLP	None 145
DIDI-NLP	-1.000000 146
DIDI-NLP	-11.100000 147
DIDI-NLP	-10.000000 148
DIDI-NLP	-0.000000 149
DIDI-NLP	-0.000000 150
DIDI-NLP	-5.000000 151
DIDI-NLP	-5.100000 152
DIDI-NLP	-6.000000 153
DIDI-NLP	-0.000000 154
DIDI-NLP	-0.000000 155
DIDI-NLP	-1.000000 156
DIDI-NLP	-2.000000 157
DIDI-NLP	-5.000000 158
DIDI-NLP	-0.100000 159
DIDI-NLP	-5.000000 160
DIDI-NLP	-5.000000 161
DIDI-NLP	-0.200000 162
DIDI-NLP	-0.000000 163
DIDI-NLP	-5.000000 164
DIDI-NLP	-0.000000 165
DIDI-NLP	-0.100000 166
DIDI-NLP	-0.100000 167
DIDI-NLP	-0.000000 168
DIDI-NLP	-0.000000 169
DIDI-NLP	-0.000000 170
DIDI-NLP	-1.000000 171
DIDI-NLP	-0.000000 172
DIDI-NLP	None 173
DIDI-NLP	None 174
DIDI-NLP	None 175
DIDI-NLP	None 176
DIDI-NLP	None 177
DIDI-NLP	None 178
DIDI-NLP	None 179
DIDI-NLP	None 180
DIDI-NLP	None 181
DIDI-NLP	None 182
DIDI-NLP	None 183
DIDI-NLP	None 184
DIDI-NLP	None 185
DIDI-NLP	None 186
DIDI-NLP	None 187
DIDI-NLP	None 188
DIDI-NLP	-11.000000 189
DIDI-NLP	-0.000000 190
DIDI-NLP	-5.000000 191
DIDI-NLP	-0.000000 192
DIDI-NLP	-0.000000 193
DIDI-NLP	-5.000000 194
DIDI-NLP	-1.000000 195
DIDI-NLP	-0.000000 196
DIDI-NLP	-0.000000 197
DIDI-NLP	-1.000000 198
DIDI-NLP	-0.000000 199
DIDI-NLP	-16.000000 200
DIDI-NLP	-10.000000 201
DIDI-NLP	-5.000000 202
DIDI-NLP	-11.000000 203
DIDI-NLP	-5.000000 204
DIDI-NLP	-0.000000 205
DIDI-NLP	-20.000000 206
DIDI-NLP	None 207
DIDI-NLP	None 208
DIDI-NLP	None 209
DIDI-NLP	None 210
DIDI-NLP	None 211
DIDI-NLP	None 212
DIDI-NLP	None 213
DIDI-NLP	None 214
DIDI-NLP	None 215
DIDI-NLP	None 216
DIDI-NLP	None 217
DIDI-NLP	None 218
DIDI-NLP	None 219
DIDI-NLP	None 220
DIDI-NLP	None 221
DIDI-NLP	None 222
DIDI-NLP	None 223
DIDI-NLP	None 224
DIDI-NLP	None 225
DIDI-NLP	None 226
DIDI-NLP	None 227
DIDI-NLP	None 228
DIDI-NLP	None 229
DIDI-NLP	None 230
DIDI-NLP	-1.000000 231
DIDI-NLP	-0.000000 232
DIDI-NLP	-0.000000 233
DIDI-NLP	-1.000000 234
DIDI-NLP	-0.000000 235
DIDI-NLP	-0.000000 236
DIDI-NLP	-0.000000 237
DIDI-NLP	-0.000000 238
DIDI-NLP	-0.000000 239
DIDI-NLP	-5.000000 240
DIDI-NLP	-5.000000 241
DIDI-NLP	-0.000000 242
DIDI-NLP	-0.000000 243
DIDI-NLP	-5.000000 244
DIDI-NLP	-0.000000 245
DIDI-NLP	-5.000000 246
DIDI-NLP	-0.000000 247
DIDI-NLP	-3.100000 248
DIDI-NLP	-2.000000 249
DIDI-NLP	-1.000000 250
DIDI-NLP	-6.000000 251
DIDI-NLP	-1.000000 252
DIDI-NLP	-21.000000 253
DIDI-NLP	-10.000000 254
DIDI-NLP	-1.000000 255
DIDI-NLP	-0.000000 256
DIDI-NLP	-5.000000 257
DIDI-NLP	-5.000000 258
DIDI-NLP	-8.100000 259
DIDI-NLP	None 260
DIDI-NLP	None 261
DIDI-NLP	None 262
DIDI-NLP	None 263
DIDI-NLP	None 264
DIDI-NLP	None 265
DIDI-NLP	None 266
DIDI-NLP	None 267
DIDI-NLP	None 268
DIDI-NLP	None 269
DIDI-NLP	None 270
DIDI-NLP	None 271
DIDI-NLP	None 272
DIDI-NLP	None 273
DIDI-NLP	None 274
DIDI-NLP	None 275
DIDI-NLP	None 276
DIDI-NLP	None 277
DIDI-NLP	None 278
DIDI-NLP	-5.200000 279
DIDI-NLP	-0.000000 280
DIDI-NLP	-5.000000 281
DIDI-NLP	-0.000000 282
DIDI-NLP	-0.000000 283
DIDI-NLP	-10.000000 284
DIDI-NLP	-0.000000 285
DIDI-NLP	-5.000000 286
DIDI-NLP	-10.000000 287
DIDI-NLP	-5.000000 288
DIDI-NLP	-5.000000 289
DIDI-NLP	-0.000000 290
DIDI-NLP	-13.000000 291
DIDI-NLP	-6.000000 292
DIDI-NLP	-6.000000 293
DIDI-NLP	-5.000000 294
DIDI-NLP	-1.000000 295
DIDI-NLP	-5.000000 296
DIDI-NLP	-11.000000 297
DIDI-NLP	-21.000000 298
DIDI-NLP	-15.100000 299
DIDI-NLP	-15.000000 300
DIDI-NLP	-5.000000 301
DIDI-NLP	-10.100000 302
DIDI-NLP	-10.100000 303
DIDI-NLP	-5.100000 304
DIDI-NLP	-10.000000 305
DIDI-NLP	None 306
DIDI-NLP	None 307
DIDI-NLP	None 308
DIDI-NLP	None 309
DIDI-NLP	None 310
DIDI-NLP	None 311
DIDI-NLP	None 312
DIDI-NLP	None 313
DIDI-NLP	None 314
DIDI-NLP	None 315
DIDI-NLP	None 316
DIDI-NLP	None 317
DIDI-NLP	None 318
DIDI-NLP	None 319
DIDI-NLP	None 320
DIDI-NLP	None 321
DIDI-NLP	None 322
DIDI-NLP	None 323
DIDI-NLP	None 324
DIDI-NLP	None 325
DIDI-NLP	None 326
DIDI-NLP	None 327
DIDI-NLP	None 328
DIDI-NLP	None 329
DIDI-NLP	None 330
DIDI-NLP	None 331
DIDI-NLP	None 332
DIDI-NLP	None 333
DIDI-NLP	None 334
DIDI-NLP	None 335
DIDI-NLP	None 336
DIDI-NLP	None 337
DIDI-NLP	None 338
DIDI-NLP	None 339
DIDI-NLP	None 340
DIDI-NLP	None 341
DIDI-NLP	None 342
DIDI-NLP	None 343
DIDI-NLP	None 344
DIDI-NLP	None 345
DIDI-NLP	None 346
DIDI-NLP	None 347
DIDI-NLP	None 348
DIDI-NLP	None 349
DIDI-NLP	None 350
DIDI-NLP	None 351
DIDI-NLP	None 352
DIDI-NLP	None 353
DIDI-NLP	None 354
DIDI-NLP	None 355
DIDI-NLP	None 356
DIDI-NLP	None 357
DIDI-NLP	None 358
DIDI-NLP	None 359
DIDI-NLP	None 360
DIDI-NLP	None 361
DIDI-NLP	None 362
DIDI-NLP	None 363
DIDI-NLP	-5.000000 364
DIDI-NLP	-15.000000 365
DIDI-NLP	-5.000000 366
DIDI-NLP	-5.000000 367
DIDI-NLP	-0.000000 368
DIDI-NLP	-1.000000 369
DIDI-NLP	-6.000000 370
DIDI-NLP	-1.000000 371
DIDI-NLP	-1.000000 372
DIDI-NLP	-0.000000 373
DIDI-NLP	-0.200000 374
DIDI-NLP	-1.000000 375
DIDI-NLP	-6.000000 376
DIDI-NLP	-2.000000 377
DIDI-NLP	-2.000000 378
DIDI-NLP	None 379
DIDI-NLP	None 380
DIDI-NLP	None 381
DIDI-NLP	None 382
DIDI-NLP	None 383
DIDI-NLP	None 384
DIDI-NLP	None 385
DIDI-NLP	None 386
DIDI-NLP	None 387
DIDI-NLP	None 388
DIDI-NLP	None 389
DIDI-NLP	None 390
DIDI-NLP	None 391
DIDI-NLP	None 392
DIDI-NLP	None 393
DIDI-NLP	None 394
DIDI-NLP	None 395
DIDI-NLP	None 396
DIDI-NLP	None 397
DIDI-NLP	None 398
DIDI-NLP	None 399
DIDI-NLP	None 400
DIDI-NLP	None 401
DIDI-NLP	None 402
DIDI-NLP	None 403
DIDI-NLP	None 404
DIDI-NLP	None 405
DIDI-NLP	None 406
DIDI-NLP	-15.000000 407
DIDI-NLP	-0.000000 408
DIDI-NLP	-5.000000 409
DIDI-NLP	-5.000000 410
DIDI-NLP	-15.000000 411
DIDI-NLP	-0.000000 412
DIDI-NLP	-15.000000 413
DIDI-NLP	-0.000000 414
DIDI-NLP	-5.000000 415
DIDI-NLP	-0.000000 416
DIDI-NLP	-0.000000 417
DIDI-NLP	None 418
DIDI-NLP	None 419
DIDI-NLP	None 420
DIDI-NLP	None 421
DIDI-NLP	None 422
DIDI-NLP	None 423
DIDI-NLP	None 424
DIDI-NLP	None 425
DIDI-NLP	None 426
DIDI-NLP	None 427
DIDI-NLP	None 428
DIDI-NLP	None 429
DIDI-NLP	None 430
DIDI-NLP	None 431
DIDI-NLP	None 432
DIDI-NLP	None 433
DIDI-NLP	None 434
DIDI-NLP	None 435
DIDI-NLP	None 436
DIDI-NLP	None 437
DIDI-NLP	None 438
DIDI-NLP	None 439
DIDI-NLP	None 440
DIDI-NLP	None 441
DIDI-NLP	None 442
DIDI-NLP	None 443
DIDI-NLP	None 444
DIDI-NLP	None 445
DIDI-NLP	None 446
DIDI-NLP	None 447
DIDI-NLP	None 448
DIDI-NLP	None 449
DIDI-NLP	None 450
DIDI-NLP	None 451
DIDI-NLP	None 452
DIDI-NLP	None 453
DIDI-NLP	None 454
DIDI-NLP	None 455
DIDI-NLP	None 456
DIDI-NLP	None 457
DIDI-NLP	None 458
DIDI-NLP	None 459
DIDI-NLP	None 460
DIDI-NLP	None 461
DIDI-NLP	None 462
DIDI-NLP	None 463
DIDI-NLP	None 464
DIDI-NLP	None 465
DIDI-NLP	None 466
DIDI-NLP	None 467
DIDI-NLP	None 468
DIDI-NLP	None 469
DIDI-NLP	None 470
DIDI-NLP	None 471
DIDI-NLP	None 472
DIDI-NLP	None 473
DIDI-NLP	None 474
DIDI-NLP	None 475
DIDI-NLP	-5.000000 476
DIDI-NLP	-10.100000 477
DIDI-NLP	-15.000000 478
DIDI-NLP	-10.000000 479
DIDI-NLP	-25.000000 480
DIDI-NLP	-0.000000 481
DIDI-NLP	-0.200000 482
DIDI-NLP	-5.000000 483
DIDI-NLP	-1.000000 484
